TF326309	ARHGAP19
	LINGO1
	SIM1
	SIM2
	GEFT
	Kalirin
	TRIO_%28gene%29
	RNF128
	PLA2G2D
	PLA2G5
	PLA2G2A
TF332301	GPR63
	RFX5
	RFX1
	RFX3
	RFX2
	HOXA2
	MNX1
	GSPT1
	GSPT2
	PPFIBP1
	Retinoic_acid_receptor_beta
	Retinoic_acid_receptor_alpha
	Thyroid_hormone_receptor_alpha
	Retinoic_acid_receptor_gamma
	Thyroid_hormone_receptor_beta
	APPBP2
	NPHP3
	IFNK
	IFNB1
	Serum_amyloid_P_component
	PTX3
	C-reactive_protein
	GATA3
	GATA1
	MST1R
	C-Met
	Related_to_receptor_tyrosine_kinase
	L3MBTL2
	Prostacyclin_receptor
	Prostaglandin_E2_receptor
	Prostaglandin_D2_receptor
	EP4_receptor
	SIX3
	EFNB3
	EFNB2
	EFNB1
	PLA2G10
	PLA2G1B
	DYRK2
	DYRK3
	IFNA4
	IFNA10
	IFNA21
	IFNA16
	IFNA14
	IFNA13
	IFNA2
	IFNW1
	IFNA7
	IFNA8
	IFNA17
	Interferon%2C_alpha_1
	IFNA6
	IFNA5
	EPAS1
	HIF3A
	HIF1A
	GRK4
	GRK6
	GRK5
	LRRN3
	LRRN1
	LRRN2
	RAPSN
	BCL2L2
	Bcl-2
	BCL2-like_1_%28gene%29
	ETS1
	ETS2
	GBX2
	Liprin-alpha-1
	PPFIA4
	NPTX2
	NPTXR
	NPTX1
	MARCH2
	Adiponectin
	COL8A2
	MFRP
	SIX5
	SIX2
	SIX4
	SIX1
	RFX4
	RFX6
	SEC14L2
	AXL_receptor_tyrosine_kinase
	TYRO3
	MERTK
	EP1_receptor
	Thromboxane_receptor
	Prostaglandin_E_receptor_3
	Prostaglandin_F_receptor
	TUB_%28gene%29
	TULP1
	Ephrin-A5
	EFNA2
	EFNA4
	Ephrin_A1
	EFNA3
	MCL1
	BOK_%28gene%29
	BCL2-related_protein_A1
	Bcl-2_homologous_antagonist_killer
	Bcl-2-associated_X_protein
TF352129	Ubiquitin_A-52_residue_ribosomal_protein_fusion_product_1
	ETV4
	ETV1
	DYRK1B
	DYRK1A
	GPSM2
	GPSM1
	MKX
	SEPT5
	SEPT4
	SEPT1
	Beta_adrenergic_receptor_kinase-2
	Beta_adrenergic_receptor_kinase
	SLC13A2
	SLC13A3
	CTNNAL1
	Vinculin
	Keratocan
	OMD_%28gene%29
	PRELP
	FRS2
	DOK5
	FRS3
	DOK4
	SEC14L1
	ACSL6
	ACSL1
	ACSL5
	SYNCRIP
	HNRNPR
	SLC3A2
	SLC3A1
	IRX3
	IRX6
	IRX2
	IRX4
	IRX1
	IRX5
	EXTL2
	EXTL3
TF300665	ALAD
	SEPT2
	SEPT7
	Placental_alkaline_phosphatase
	ALPL
	ALPI
	ZNF452
	FAM200A
	FMOD_%28gene%29
	LUM
	Decorin
	Biglycan
	Asporin
	Catenin_%28cadherin-associated_protein%29%2C_alpha_1
	TRPV2
	TRPV5
	TRPV3
	TRPV4
	TRPV6
	TRPV1
	ACSBG1
	ACSBG2
	Dock11
	Dock9
	Dock10
	EXT1
	EXT2_%28gene%29
	EXTL1
	ACF_%28gene%29
	DOK3
	DOK2
	DOK1
	ZIC1
	ZIC2
	ZIC3
	QKI
	UBP1
	TFCP2
TF105402	AKAP2
TF105402	PALM
TF105402	AKAP2
	GRIN3B
	GRIN1
	GRIN3A
	Dock6
	Dock7
	Dock8
	KHDRBS1
	KHDRBS3
	RASL11B
	GRIN2B
	GRIN2C
	GRIN2D
	GRIN2A
TF106174	Histone_deacetylase_5
TF106174	HDAC4
TF106174	HDAC7
TF106174	HDAC9
	L1_%28protein%29
	ROBO2
	NRCAM
	CHL1
	NFASC
TF105334	SRPK1
TF105334	SRPK2
TF314719	ATP5I
TF314260	SAG_%28gene%29
TF314260	Arrestin_beta_1
TF314260	Arrestin_beta_2
TF314260	ARR3
TF320226	SNAP29
TF330652	MUC4
TF316134	Bone_morphogenetic_protein_15
TF316134	Bone_morphogenetic_protein_3
TF316134	Bone_morphogenetic_protein_7
TF316134	GDF7
TF316134	Bone_morphogenetic_protein_8b
TF316134	Bone_morphogenetic_protein_5
TF316134	GDF5
TF316134	GDF6
TF316134	GDF2
TF316134	Bone_morphogenetic_protein_8A
TF316134	Bone_morphogenetic_protein_10
TF316134	GDF10
TF316134	Bone_morphogenetic_protein_6
TF102023	CFLAR
TF102023	Caspase_7
TF102023	Caspase_6
TF102023	Caspase_1
TF102023	Caspase_10
TF102023	Caspase_2
TF102023	Caspase-9
TF102023	Caspase_8
TF102023	Caspase_14
TF102023	Caspase_3
TF324904	ZFYVE16
TF324904	Zinc_finger_FYVE_domain-containing_protein_9
TF106261	ASF/SF2
TF106261	SFRS9
TF332359	C15orf29
TF332359	KATNB1
TF300912	CALML3
TF300912	CALM3
TF300912	CALM3
TF300912	Troponin_C_type_1
TF300912	CALML5
TF300912	TNNC2
TF300912	CALM3
TF105385	HDGFRP3
TF105385	Hepatoma-derived_growth_factor
TF105385	PSIP1
TF324787	CASZ1
TF300136	RPS28
TF315179	Phosducin
TF315179	Phosducin-like
TF319738	PAQR8
TF323633	TSNAX
TF101060	CRKRS
TF106341	TBX22
TF106341	Eomesodermin
TF106341	TBX19
TF106341	TBX5_%28gene%29
TF106341	TBX2
TF106341	TBX21
TF106341	TBR1
TF106341	Brachyury
TF106341	TBX3
TF323565	MED24
TF332297	B4GALNT1
TF332297	B4GALNT2
TF105571	SH3RF1
TF316304	Peroxisome_proliferator-activated_receptor_gamma
TF316304	Pregnane_X_receptor
TF316304	Peroxisome_proliferator-activated_receptor_alpha
TF316304	Peroxisome_proliferator-activated_receptor_delta
TF316304	Calcitriol_receptor
TF316304	Constitutive_androstane_receptor
TF313059	ERLIN1
TF313059	ERLIN2
TF105566	E2F4
TF105566	E2F3
TF105566	E2F5
TF105566	E2F2
TF105566	E2F1
TF105393	ITGB1BP1
TF313224	TPK1
TF314869	WDR26
TF331459	JAM3
TF331459	F11_receptor
TF331459	JAM2
TF333179	NPW
TF105993	SMARCB1
TF351092	TRIM37
TF315281	USP44
TF315281	USP18
TF315281	USP42
TF315281	USP36
TF329361	YLPM1
TF101134	CENPH
TF323955	PAFAH1B2
TF323955	PAFAH1B3
TF314344	HDHD2
TF315111	MRPL22
TF335284	Neutrophil_elastase
TF335284	Proteinase_3
TF335284	Azurocidin_1
TF317658	CPEB1
TF337332	PLVAP
TF314905	UNC93B1
TF314625	COQ4
TF323728	MED27
TF313294	LITAF
TF321074	SSR1
TF324318	COTL1
TF106321	TUBGCP6
TF331430	ARHGEF10
TF332996	PDCD7
TF321684	FHL5
TF321684	FHL3
TF321684	FHL2
TF326759	NPTN
TF326759	Basigin
TF300780	RRP12
TF105766	BXDC2
TF105209	ABCF1
TF350897	ZBTB40
TF106203	TOMM70A
TF315274	ATP5SL
TF315274	ATP5S
TF106265	TRA2B
TF106265	TRA2A
TF313895	GSG2
TF332667	GPR61
TF332667	GPR62
TF338613	Interleukin_12_receptor%2C_beta_1_subunit
TF344135	COL1A2
TF344135	Collagen%2C_type_XXVII%2C_alpha_1
TF344135	COL4A5
TF300367	AP1G1
TF300367	AP1G2
TF350150	Sp2_transcription_factor
TF350150	Sp1_transcription_factor
TF350150	Sp3_transcription_factor
TF350150	Sp8_transcription_factor
TF350150	Sp4_transcription_factor
TF350150	Sp7_transcription_factor
TF326548	Pikachurin
TF326548	Agrin
TF314356	60S_ribosomal_protein_L14
TF102001	Bcl-2-associated_death_promoter
TF101517	EIF3F
TF101517	PSMD7
TF101514	EIF3J
TF338190	MT-ND4L
TF335868	Endothelial_protein_C_receptor
TF339372	CCL2
TF339372	CCL7
TF339372	CCL8
TF339372	CCL11
TF300379	CTPS2
TF300379	CTP_synthase_1
TF336167	EVI2B
TF351276	FARP2
TF351276	FARP1
TF314842	TRIP4
TF323215	STAMBP
TF323215	STAMBPL1
TF332210	NRIP1
TF300636	NNT_%28gene%29
TF333092	Intrinsic_factor
TF333092	Haptocorrin
TF321598	HYAL1
TF321598	HYAL3
TF321598	HYAL2
TF321598	SPAM1
TF343364	RPS7
TF329346	RSPH1
TF324547	WRNIP1
TF324300	TMEM63A
TF315072	RIT1
TF315072	RIT2
TF101155	CLASP2
TF101155	CLASP1
TF314422	NUTF2
TF314887	TFIP11
TF314190	WDR24
TF315197	MTMR6
TF315197	Myotubularin_1
TF315197	MTMR3
TF315197	MTMR2
TF315197	MTMR9
TF315197	MTMR1
TF313950	SLC29A4
TF313950	Equilibrative_nucleoside_transporter_1
TF313950	Equilibrative_nucleoside_transporter_2
TF106231	PSMD5
TF350921	ZNF79
TF350921	ZNF10
TF323382	XPO5
TF331890	COLQ
TF314326	RPL34
TF328387	RNF4
TF331051	PVRL1
TF331051	CD155
TF331051	PVRL2
TF331051	PVRL3
TF105899	C1orf160
TF316484	PKD2L1
TF316484	TRPP3
TF316484	Polycystic_kidney_disease_2
TF316484	PKD1
TF106475	PHF20
TF300857	ATP6V0D1
TF106433	SUV420H1
TF351322	DNER
TF351322	Notch-2
TF351322	JAG2
TF351322	Notch-1
TF351322	NOTCH4
TF351322	JAG1
TF351322	Notch_3
TF351322	CRB1
TF105668	GNL2
TF352037	CYP46A1
TF328374	NFIL3
TF330722	FANCG
TF314164	DLST
TF313948	POP7
TF338778	APOF
TF331016	PTPN5
TF331016	PTPRR
TF331016	PTPN7
TF313143	PAPSS1
TF313143	PAPSS2
TF323237	ZFYVE1
TF102005	PKN2
TF102005	PKN3_%28gene%29
TF102005	Protein_kinase_N1
TF325472	SDCCAG8
TF315504	IWS1
TF300803	RAB6C
TF300803	RAB6B
TF300803	RAB6A
TF105418	DAPP1
TF314821	DDOST
TF314837	FAM135B
TF314837	FAM135A
TF314816	GLB1
TF326480	NFATC1
TF326480	NFATC3
TF326480	NFAT5
TF326480	NFATC4
TF326480	NFATC2
TF312852	Werner_syndrome_ATP-dependent_helicase
TF339844	Interleukin_31
TF105689	ATG7
TF300430	GTPBP4
TF312871	DIP2A
TF318445	PER1
TF318445	PER2
TF318445	PER3
TF328895	Family_with_sequence_similarity_13%2C_member_A1
TF315407	PARP3
TF315407	PARP2
TF314964	KIFAP3
TF331368	LGALS3BP
TF328883	RPGRIP1
TF316315	PSCDBP
TF105312	PXMP3
TF331899	RBM12
TF330780	MLF1IP
TF106494	ANLN
TF331753	HIRIP3
TF314648	RPL27
TF300671	PES1
TF323288	ATBF1
TF300459	THOP1
TF300459	NLN_%28gene%29
TF105539	PPP1R8
TF300411	PFKM
TF300411	PFKP
TF300411	PFKL
TF105746	DPH1
TF318412	PPP2R3C
TF329053	C12orf5
TF328750	FPGT
TF314629	SSBP1
TF315583	FOXO1
TF315583	FOXO3
TF315583	FOXO4
TF336026	CD47
TF315010	OTUD6B
TF329309	FAM21C
TF105100	MAPK11
TF105100	MAPK10
TF105100	MAPK14
TF105100	MAPK13
TF105100	Mitogen-activated_protein_kinase_9
TF105100	MAPK12
TF105100	MAPK8
TF330675	COP1
TF334329	PLEKHG4
TF105706	DRG2
TF105716	NDOR1
TF105716	MTRR_%28gene%29
TF105979	SUGT1
TF314530	MTG1
TF314811	TMEM66
TF318964	TAX1BP3
TF318964	PDZD11
TF300118	CHMP2A
TF318390	SMN2
TF318390	SMN2
TF105114	MAP3K4
TF105786	SLC25A1
TF324356	SMUG1
TF350296	STAU1
TF350296	STAU2
TF324695	EDC3
TF328428	NBR1
TF325032	Methyl-CpG-binding_domain_protein_2
TF325032	MBD3
TF323032	USP37
TF323165	NBEAL2
TF330914	STRC
TF105919	PRPF19
TF335204	CXCL13
TF315138	ATPAF2
TF316663	PLA2R1
TF316663	LY75
TF335974	CD4
TF336511	KIAA1267
TF332953	Parathyroid_hormone-related_protein
TF106458	Sonic_hedgehog
TF106458	Desert_hedgehog_protein
TF106458	IHH_%28protein%29
TF300540	Catalase
TF300333	PITRM1
TF339848	ZNF436
TF339848	ZNF71
TF300263	IER3IP1
TF351621	SFRS16
TF337818	TMEM10
TF332946	CENPT
TF324733	DTWD1
TF106406	ARID2
TF338407	Uteroglobin
TF332348	TERF2IP
TF313191	Sodium-chloride_symporter
TF313191	SLC12A8
TF313191	SLC12A9
TF339741	OR13G1
TF324723	HR_%28gene%29
TF324723	JMJD1B
TF105933	SEC22A
TF101527	Eukaryotic_translation_initiation_factor_4_gamma
TF101527	EIF4G3
TF320619	MTSS1
TF329609	HIF1AN
TF300743	SLC25A4
TF300743	SLC25A31
TF300743	SLC25A6
TF314255	CRYZ
TF314255	VAT1
TF105006	DNA_damage-inducible_transcript_3
TF320679	NPHP1
TF333286	RAMP1
TF333286	RAMP2
TF333286	RAMP3
TF337783	EMCN
TF324956	WHSC2
TF323763	FIBP
TF300797	Sterol-C5-desaturase-like
TF313253	TRNT1
TF323227	CABIN1
TF300184	NHP2L1
TF323659	MKLN1
TF106376	TMX1
TF106376	TMX4
TF313361	CLINT1
TF313361	EPN1
TF320363	ASPSCR1
TF328627	NRBF2
TF318635	RNF139
TF318635	SYVN1
TF106426	HERC1
TF313769	ICMT
TF352091	PSCD3
TF352091	PSCD4
TF352091	PSCD2
TF352091	PSCD1
TF332325	LYPD1
TF300647	FARSA_%28gene%29
TF351984	Fibrinogen_alpha_chain
TF342671	IFIT1
TF342671	IFIT3
TF342671	IFIT2
TF101237	ERCC8_%28gene%29
TF318042	EPB49
TF318042	ABLIM3
TF318042	ABLIM1
TF328642	FAM120A
TF318560	KCNIP1
TF318560	KCNIP4
TF318560	Calsenilin
TF318560	KCNIP2
TF342971	RPH3AL
TF313382	SLC30A4
TF313382	SLC30A8
TF313158	SSR4
TF335916	C14orf79
TF315610	OVGP1
TF315610	CHI3L1
TF105288	TOP3B
TF330373	MASP1_%28protein%29
TF330373	C1S
TF330373	MASP2_%28protein%29
TF105536	PPP1R2
TF333986	Utrophin
TF333986	Dystrophin
TF101242	XPC_%28gene%29
TF106394	MPHOSPH8
TF316489	TFAP4
TF314328	SCG5
TF331771	Caldesmon
TF351139	CARD11
TF351139	CARD10
TF351139	CARD9
TF324593	SHANK3
TF324593	SHANK1
TF324593	SHANK2
TF337797	UPK2
TF334894	IFITM1
TF334894	IFITM3
TF105975	GPR177
TF313981	SLC34A2
TF313981	SLC34A3
TF314741	OAZ1
TF323922	TWSG1
TF332496	KIAA0182
TF329175	FBXW10
TF324895	MPDU1
TF314089	GOT1
TF332773	Amphiregulin
TF332773	Heparin-binding_EGF-like_growth_factor
TF332773	Amphiregulin
TF316778	MED8
TF325931	FAM29A
TF317546	BTF3
TF312973	NSFL1C
TF329796	RNF32
TF312985	Galactosylceramidase
TF332820	Insulin
TF332820	Insulin-like_growth_factor_1
TF332820	Insulin-like_growth_factor_2
TF332503	RREB1
TF323729	PARD3B
TF323729	PARD3
TF328829	PDZK1IP1
TF328974	ARHGEF3
TF328974	NET1
TF321382	DLGAP1
TF321382	DLGAP4
TF321382	DLGAP5
TF321382	DLGAP2
TF106418	INTS12
TF314945	ARFIP2
TF314945	PICK1
TF314945	ARFIP1
TF331875	CLRN1
TF313747	CMPK
TF316607	Exosome_component_1
TF101505	EIF2B1
TF300200	PPIL1
TF323960	ASRGL1
TF316269	TGFBI
TF316269	Periostin
TF331693	Melatonin_receptor_1B
TF331693	Melatonin_receptor_1A
TF331693	GPR50
TF329106	MKKS
TF336132	HYLS1
TF316507	CRELD2
TF316507	CRELD1
TF330224	NFKBIZ
TF330765	Neurotensin
TF326075	USP16
TF333025	KCNE4
TF323911	FAM60A
TF314066	IHPK1
TF314066	IHPK2
TF330044	DZIP1
TF314521	NFYB
TF323183	RNF40
TF323183	RNF20
TF314689	GTF2H1
TF315095	MRPS12
TF313240	Metabotropic_glutamate_receptor_3
TF313240	Metabotropic_glutamate_receptor_2
TF313240	Metabotropic_glutamate_receptor_6
TF313240	Metabotropic_glutamate_receptor_8
TF313240	Metabotropic_glutamate_receptor_5
TF313240	Metabotropic_glutamate_receptor_1
TF313240	Metabotropic_glutamate_receptor_7
TF313240	Metabotropic_glutamate_receptor_4
TF333184	Endothelin_1
TF333184	Endothelin_2
TF333184	Endothelin_3
TF314411	MED7
TF312859	NDUFS7
TF313250	ATP5F1
TF333412	FANCA
TF313030	GPAA1
TF316381	LRRC16A
TF328943	ANTXR1
TF328943	ANTXR2
TF313378	PLD5
TF312834	B4GALT5
TF312834	B4GALT3
TF312834	B4GALT7
TF312834	B4GALT1
TF312834	B4GALT2
TF312834	B4GALT4
TF350641	RADIL
TF314141	WBP2
TF101082	CHEK2
TF101178	Karyopherin_alpha_1
TF101178	KPNA5
TF101178	KPNA3
TF101178	Karyopherin_alpha_2
TF101178	KPNA4
TF101178	KPNA6
TF105552	PPP2R1A
TF105552	PPP2R1B
TF333056	MCC_%28gene%29
TF314300	INPP1
TF105647	Tripeptidyl_peptidase_II
TF315892	SRGAP1
TF315892	ARHGAP4
TF315892	SRGAP3
TF326849	WFS1
TF313924	SLC30A1
TF313422	MTX1
TF101138	CROCC
TF101138	CEP250
TF106105	INTS7
TF350823	ZNF184
TF350823	ZNF83
TF350823	ZNF471
TF350823	ZNF182
TF350823	ZNF41
TF350823	ZNF33B
TF350823	ZNF33A
TF350823	ZNF7
TF350823	ZNF74
TF350823	ZNF34
TF350823	ZNF23
TF350823	ZNF300
TF350823	ZNF571
TF350823	ZNF267
TF350823	ZNF16
TF300908	TECR
TF316115	KCNK18
TF323517	NUP214
TF323517	POM121
TF323517	NUP153
TF314893	EIF3K
TF312860	SYMPK
TF300406	Lanosterol_synthase
TF314282	BECN1
TF332558	RPP38
TF335876	Lymphocyte_antigen_96
TF325867	SPINT1
TF326626	RAB34
TF326626	RAB36
TF328587	NDUFB6
TF337861	CD83
TF106358	TASP1
TF316157	HNRPH1
TF316157	HNRPH3
TF316157	HNRPF
TF316157	HNRPH2
TF317617	PPM1F
TF105798	FARS2
TF316514	SH3BP1
TF313060	SORD
TF103038	POLR2C
TF313536	YIPF1
TF300004	NDUFV2
TF314909	RPS25
TF333575	NEK1
TF325590	YTHDC1
TF330122	Desmin
TF330122	Peripherin
TF330122	NEFM
TF330122	Vimentin
TF330122	Glial_fibrillary_acidic_protein
TF105068	COX7B
TF338519	TAC4
TF332024	PLAG1
TF332024	PLAGL1
TF332024	PLAGL2
TF336368	C5orf13
TF314733	ADAM9
TF314733	ADAM23
TF314733	ADAM28
TF314733	ADAM2
TF314733	ADAM8
TF314733	ADAM11
TF314733	ADAM22
TF314733	ADAM19
TF314733	ADAM12
TF314733	ADAM33
TF314733	ADAM15
TF314733	ADAM18
TF338375	WFDC5
TF338375	SLPI
TF313446	SPTBN2
TF313446	SPTBN4
TF313446	SPTBN5
TF313446	SPTAN1
TF313446	SPTBN1
TF313446	Actinin%2C_alpha_2
TF313446	Actinin%2C_alpha_1
TF313446	SPTB
TF313446	Actinin_alpha_4
TF105625	NDUFA6
TF315050	LACTB
TF323230	RAB40A
TF105874	CUL5
TF312903	Laminin%2C_beta_1
TF312903	Laminin%2C_gamma_1
TF312903	LAMC3
TF312903	NTN1
TF312903	Laminin%2C_beta_2
TF312903	Laminin%2C_beta_3
TF312903	Laminin%2C_gamma_2
TF101534	EIF5A2
TF101534	EIF5A
TF105462	ARL2
TF313466	ACSM2B
TF314955	FA2H
TF339660	Apelin
TF326271	LYSMD3
TF326271	LYSMD3
TF105777	MARCH6
TF318650	RPS15
TF105729	KIAA1303
TF352097	V-erbA-related_gene
TF352097	Retinoid_X_receptor_alpha
TF352097	COUP-TFI
TF352097	Retinoid_X_receptor_beta
TF352097	Hepatocyte_nuclear_factor_4_gamma
TF352097	COUP-TFII
TF352097	Retinoid_X_receptor_gamma
TF352097	Hepatocyte_nuclear_factor_4_alpha
TF101214	RAD18
TF317511	RAPH1
TF317511	APBB1IP
TF317511	GRB7
TF317511	GRB14
TF317511	GRB10
TF327131	SDCBP2
TF327131	SDCBP
TF321931	MBNL2
TF321931	MBNL1
TF321931	MBNL3
TF315020	SARS2
TF316619	NDUFB2
TF325380	LRIG1
TF337463	Nyctalopin
TF315186	KCNQ4
TF315186	KvLQT3
TF315186	KvLQT1
TF315186	KvLQT2
TF315186	KCNQ5
TF105677	DRG1
TF106370	Amidophosphoribosyltransferase
TF314699	SHFM1
TF300546	BTAF1
TF332136	ZCCHC17
TF320703	TRIM23
TF300256	GATM_%28gene%29
TF330258	DDX58
TF330258	DICER1
TF330258	DHX58
TF330258	IFIH1
TF105990	TROVE2
TF315212	SLC7A1
TF315212	SLC7A3
TF315212	SLC7A2
TF315212	SLC7A4
TF300760	AZIN1
TF300760	ODC1
TF300760	ADC_%28gene%29
TF300668	NLE1
TF324809	CSRP2BP
TF313969	SMU1
TF334441	TREM2
TF334441	Polymeric_immunoglobulin_receptor
TF334441	CD300C
TF334441	CD300LF
TF334441	CD300A
TF328801	DCAF17
TF105388	IGHMBP2
TF105651	Aldehyde_dehydrogenase_6_family%2C_member_A1
TF314012	ACSL3
TF314012	ACSL4
TF330837	ASB6
TF328433	MRS2L
TF324269	IKK2
TF324269	CHUK
TF324269	IKBKE
TF324269	TANK-binding_kinase_1
TF105231	KIF18A
TF317184	TBC1D1
TF317184	TBC1D4
TF317184	EVI5
TF315617	BPIL1
TF315617	Lipopolysaccharide-binding_protein
TF315617	Phospholipid_transfer_protein
TF313732	MGEA5
TF326826	THRSP
TF300533	Glyceraldehyde_3-phosphate_dehydrogenase
TF300533	GAPDHS
TF317640	RET_proto-oncogene
TF313986	ERN1
TF336041	MMRN1
TF314333	CYB5R2
TF314333	CYB5R1
TF314333	CYB5R3
TF351992	FIGLA
	Laminin%2C_alpha_4
	Laminin%2C_alpha_2
	Perlecan
	Laminin%2C_alpha_1
	Laminin%2C_alpha_3
	Laminin%2C_alpha_5
	LRP2
	Low_density_lipoprotein_receptor-related_protein_4
	VLDL_receptor
	Low_density_lipoprotein_receptor-related_protein_8
	LDL_receptor
	Thromboxane-A_synthase
	SULT1E1
	Bile_salt_sulfotransferase
	SULT2B1
	HIST1H2BO
	HIST1H2BJ
	HIST1H2BH
	HIST2H2BE
	HIST3H2BB
	HIST1H2BK
	HIST2H2BF
	ROMK
	KCNJ10
	KCNJ15
	KCNJ4
	Kir2.1
	KCNJ14
	KCNJ12
	B3GALT4
	HIST1H2AA
	H2AFX
	GJC3
	GJC1
	GJD2
	GJD3
	GJC2
	Secretin_receptor
	ADCYAP1R1
	VIPR1
	Growth-hormone-releasing_hormone_receptor
	VIPR2
	HIST1H2BA
	HIST1H2AJ
	HIST2H2AB
	SULT4A1
	ANGPTL7
	ANGPTL4
	ANGPTL3
	FCN3
	FOXE3
	FOXE1
	FOXI1
	Forkhead_box_L2
	SYT1
	SYT5
	SYT7
	SYT2
	SLC17A1
	TSPAN6
	TSPAN7
	CD151
	TSPAN3
	CD63
	KCNJ16
	KCNJ13
	KCNJ8
	Kir6.2
	KCNJ9
	KCNJ3
	KCNJ5
	KCNJ6
	FOXA1
	FOXA3
	FOXA2
	FOXG1
	Forkhead_box_C1
	FOXC2
	FOXD4
	FOXD3
	SULT1A2
	SULT1C4
	SULT1A3
	SULT1A1
	SULT1C3
	SULT1B1
	SULT1C2
	SULT1A3
	B3GALT5
	B3GALNT1
	GJD4
	GJA10
	Glucagon-like_peptide_1_receptor
	Glucagon_receptor
	Gastric_inhibitory_polypeptide_receptor
	Glucagon-like_peptide_2_receptor
	TSPAN8
	TSPAN4
	CD37
	CD53
	CD82_%28gene%29
	SLC17A8
	SLC17A5
	Vesicular_glutamate_transporter_1
	SYT11
	SYT4
	CYP3A4
	CYP3A5
	CYP3A43
	Beta-1%2C3-N-acetylglucosaminyltransferase_3
	B3GNT2
	H2AFV
	H2AFZ
	HIST1H2BM
	Histone_H2B_type_1-C
	Histone_H2B_type_1-C
	Histone_H2B_type_1-C
	Histone_H2B_type_1-C
	HIST1H2BL
	HIST1H2BB
	Histone_H2B_type_1-C
	HIST1H2BN
	HIST1H2BD
	HIST2H3C
	HIST2H3C
	ANGPT2
	ANGPT4
	Angiopoietin_1
	GJB5
	GJB4
	GJB3
	GJB7
	CA7
	CA8
	CA5B
	NEUROD1
	NEUROD2
	ANGPTL2
	ANGPTL1
	LOC642658
	TWIST2
	TAL2
	Twist_transcription_factor
	LOC642658
	LYL1
	TAL1
	Hepatic_lipase
	LIPH
	Lipoprotein_lipase
	Rhodopsin
	OPN1MW
	OPN1LW
	OPN1SW
	OPN1MW
	SEMA4F
	SEMA4D
	SEMA4G
	SEMA4C
	CALCRL
	Calcitonin_receptor
	GJA3
	GJB1
	GJB6
	GJA4
	GJA8
	Gap_junction_protein%2C_alpha_1
	GJB2
	GJA5
	FGG
	Alanine_aminopeptidase
	BHLHB8
	ATOH1
	PTF1A
	CA1_%28gene%29
	Carbonic_anhydrase_III%2C_muscle_specific
	Carbonic_anhydrase_II
	HIST2H3C
	OPN3
	OPN5
	Retinal_G_protein_coupled_receptor
	RRH
	Corticotropin_releasing_hormone_receptor_2
	Corticotropin_releasing_hormone_receptor_1
	Parathyroid_hormone_1_receptor
	Parathyroid_hormone_2_receptor
	Fibrinogen_beta_chain
	FGL2
	FGL1
	NEUROG2
	NEUROG1
	HAND2
	NEUROG3
	HAND1
	KRT86
	KRT83
	KRT86
	KRT81
	KRT85
	UGT8
	CA10
	CA11
	Cystinyl_aminopeptidase
	ARTS-1
	NPEPPS
	Melanopsin
	PLCG2
	PLCG1
	WNT10B
	WNT10A
	WNT9A
	CRISP3
	CRISP1
	CRISP2
	PLCD4
	PLCD3
	PLCD1
	WNT3A
	WNT1
	WNT3
	WNT4
	OR2M3
	OR2T12
	OR2T33
	OR2V2
	OR2M7
	OR2M4
	OR2M2
	ACVR1C
	TGF_beta_receptor_1
	ACVR1B
	PLCB1
	PLCB3
	PLCB2
	GLIPR1
	SLCO4A1
	LHX2
	GPR83
	FABP5
	Heart-type_fatty_acid_binding_protein
	PMP2
	FABP7
	RGS13
	RGS2
	RGS1
	WNT2B
	WNT7B
	WNT7A
	WNT2
	GSTA3
	GSTA4
	GSTA2
	Glutathione_S-transferase_A1
	CAPN5
	Retinaldehyde-binding_protein_1
	OR5M10
	OR5J2
	OR5M11
	OR5M8
	OR5AU1
	ELOVL4
	ELOVL5
	XCR1
	CCBP2
	SLCO3A1
	EPHA6
	EPH_receptor_A4
	EPH_receptor_A5
	EPH_receptor_A3
	CCR10
	CXCR6
	CCR9
	C-C_chemokine_receptor_type_7
	CCRL1
	C1QA
	C1QL1
	SLC2A11
	EPH_receptor_A1
	EPH_receptor_A2
	EPHB6
	MMP25
	MMP17
	RGS8
	RGS16
	RGS18
	RGS5
	RGS4
	MYH7
	MYH6
	PDE4A
	PDE4C
	PDE4D
	PDE4B
	Hepatocyte_growth_factor
	Lipoprotein%28a%29
	MST1
	SLC16A4
	TGF_beta_receptor_2
	ACVR2A
	ACVR2B
	MAGEH1
	NDN_%28gene%29
	ADCY5
	ADCY8
	ADCY6
	Galactosamine-6_sulfatase
	Arylsulfatase_A
	ALDH2
	MMP27
	MMP1
	Matrix_metallopeptidase_13
	MMP3
	MMP7
	MMP10
	MMP8
	MMP20
	TRIM15
	TRIM41
	TRIM31
	PGDS
	CCRL2
	CCR1
	CCR3_%28gene%29
	CCR8_%28gene%29
	CCR4
	CX3CR1
	CCR5
	FABP2
	OR10P1
	OR10A4
	OR10A6
	OR10A3
	OR10A5
	OR10A7
	OR10C1
	OR2W3
	OR2B3
	OR2B2
	OR2W1
	OR2B6
	Alpha-tocopherol_transfer_protein
	CAPN10
	MMP14
	MMP15
	MMP24
	MMP2
	MMP16
	OR2A12
	OR13H1
	OR2A5
	OR2A14
	OR2A1
	OR2A1
	OR2A4
	OR2A2
	EPHB3
	EPH_receptor_B4
	EPH_receptor_B1
	EPH_receptor_B2
	MYH2
	MYH3
